r_object_id,object_name,r_object_type,i_folder_id,r_folder_path,r_creator_name,r_creation_date,document_type
0902cba082e13c44,DC Dak.pdf,cms_digidak_document,0b02cba082e13b29,/Letter/4225-2024-25,Shri Nimai Mondal,"01/05/2024, 12:11:06 PM",Attachment
0902cba082e13c45,Keonjhar CCB.pdf,cms_digidak_document,0b02cba082e13b29,/Letter/4225-2024-25,Shri Nimai Mondal,"01/05/2024, 12:11:06 PM",Main Letter
