r_object_id,cgm_and_assigned_groups
0b02cba082e16b3a,
0b02cba082e16b3a,
0b02cba082e16b3a,
0b02cba082e16b3a,
0b02cba082e16b3a,nb_letter_ro_br_hrmd common
0b02cba082e16b3a,nb_letters_ro_br_cgm
0b02cba082e16b3b,
0b02cba082e16b3b,
0b02cba082e16b3b,
0b02cba082e16b3b,
0b02cba082e16b3b,
0b02cba082e16b3b,
0b02cba082e16b3b,
0b02cba082e16b3b,
0b02cba082e16b3b,
0b02cba082e16b3b,nb_letters_ro_ch_cgm
0b02cba082e16b3c,
0b02cba082e16b3c,
0b02cba082e16b3c,
0b02cba082e16b3c,
0b02cba082e16b3c,
0b02cba082e16b3c,
0b02cba082e16b3c,
0b02cba082e16b3c,
0b02cba082e16b3c,nb_vertical_head_letter_ro_ga_ro-ga-hrmd common
0b02cba082e16b3c,nb_letters_ro_ga_cgm
0b02cba082e16b3d,
0b02cba082e16b3d,
0b02cba082e16b3d,
0b02cba082e16b3d,
0b02cba082e16b3d,
0b02cba082e16b3d,
0b02cba082e16b3d,
0b02cba082e16b3d,
0b02cba082e16b3d,nb_vertical_head_letter_ro_gj_ro-gj-hrmd common
0b02cba082e16b3d,nb_letters_ro_gj_cgm
0b02cba082e16b3e,
0b02cba082e16b3e,
0b02cba082e16b3e,
0b02cba082e16b3e,
0b02cba082e16b3e,
0b02cba082e16b3e,
0b02cba082e16b3e,
0b02cba082e16b3e,
0b02cba082e16b3e,nb_vertical_head_letter_ro_hr_ro-hr-hrmd common
0b02cba082e16b3e,nb_letters_ro_hr_cgm
0b02cba082e16b3f,
0b02cba082e16b3f,
0b02cba082e16b3f,
0b02cba082e16b3f,
0b02cba082e16b3f,
0b02cba082e16b3f,
0b02cba082e16b3f,
0b02cba082e16b3f,
0b02cba082e16b3f,nb_vertical_head_letter_ro_hp_ro-hp-hrmd common
0b02cba082e16b3f,nb_letters_ro_hp_cgm
0b02cba082e16b40,
0b02cba082e16b40,
0b02cba082e16b40,
0b02cba082e16b40,
0b02cba082e16b40,
0b02cba082e16b40,
0b02cba082e16b40,
0b02cba082e16b40,
0b02cba082e16b40,nb_vertical_head_letter_ro_jk_ro-jk-hrmd common
0b02cba082e16b40,nb_letters_ro_jk_cgm
0b02cba082e16b41,
0b02cba082e16b41,
0b02cba082e16b41,
0b02cba082e16b41,
0b02cba082e16b41,
0b02cba082e16b41,
0b02cba082e16b41,
0b02cba082e16b41,
0b02cba082e16b41,
0b02cba082e16b41,nb_letters_ro_jh_cgm
0b02cba082e16b42,
0b02cba082e16b42,
0b02cba082e16b42,
0b02cba082e16b42,
0b02cba082e16b42,
0b02cba082e16b42,
0b02cba082e16b42,
0b02cba082e16b42,
0b02cba082e16b42,nb_vertical_head_letter_ro_ka_ro-ka-hrmd common
0b02cba082e16b42,nb_letters_ro_ka_cgm
0b02cba082e16b43,
0b02cba082e16b43,
0b02cba082e16b43,
0b02cba082e16b43,
0b02cba082e16b43,
0b02cba082e16b43,
0b02cba082e16b43,
0b02cba082e16b43,
0b02cba082e16b43,nb_vertical_head_letter_ro_kl_ro-kl-hrmd common
0b02cba082e16b43,nb_letters_ro_kl_cgm
0b02cba082e16b44,
0b02cba082e16b44,
0b02cba082e16b44,
0b02cba082e16b44,
0b02cba082e16b44,
0b02cba082e16b44,
0b02cba082e16b44,
0b02cba082e16b44,
0b02cba082e16b44,nb_vertical_head_letter_ro_mp_ro-mp-hrmd common
0b02cba082e16b44,nb_letters_ro_mp_cgm
0b02cba082e16b45,
0b02cba082e16b45,
0b02cba082e16b45,
0b02cba082e16b45,
0b02cba082e16b45,
0b02cba082e16b45,
0b02cba082e16b45,
0b02cba082e16b45,
0b02cba082e16b45,nb_vertical_head_letter_ro_mh_ro-mh-hrmd common
0b02cba082e16b45,nb_letters_ro_mh_cgm
0b02cba082e16b46,
0b02cba082e16b46,
0b02cba082e16b46,
0b02cba082e16b46,
0b02cba082e16b46,
0b02cba082e16b46,
0b02cba082e16b46,
0b02cba082e16b46,
0b02cba082e16b46,
0b02cba082e16b46,nb_letters_ro_mn_cgm
0b02cba082e16b47,
0b02cba082e16b47,
0b02cba082e16b47,
0b02cba082e16b47,
0b02cba082e16b47,
0b02cba082e16b47,
0b02cba082e16b47,
0b02cba082e16b47,
0b02cba082e16b47,
0b02cba082e16b47,nb_letters_ro_ml_cgm
0b02cba082e16b48,
0b02cba082e16b48,
0b02cba082e16b48,
0b02cba082e16b48,
0b02cba082e16b48,
0b02cba082e16b48,
0b02cba082e16b48,
0b02cba082e16b48,
0b02cba082e16b48,
0b02cba082e16b48,nb_letters_ro_mz_cgm
0b02cba082e16b49,
0b02cba082e16b49,
0b02cba082e16b49,
0b02cba082e16b49,
0b02cba082e16b49,
0b02cba082e16b49,
0b02cba082e16b49,
0b02cba082e16b49,
0b02cba082e16b49,nb_vertical_head_letter_ro_nl_ro-nl-hrmd common
0b02cba082e16b49,nb_letters_ro_nl_cgm
0b02cba082e16b4a,
0b02cba082e16b4a,
0b02cba082e16b4a,
0b02cba082e16b4a,
0b02cba082e16b4a,
0b02cba082e16b4a,
0b02cba082e16b4a,
0b02cba082e16b4a,
0b02cba082e16b4a,
0b02cba082e16b4a,nb_letters_ro_dl_cgm
0b02cba082e16b4b,
0b02cba082e16b4b,
0b02cba082e16b4b,
0b02cba082e16b4b,
0b02cba082e16b4b,
0b02cba082e16b4b,
0b02cba082e16b4b,
0b02cba082e16b4b,
0b02cba082e16b4b,nb_vertical_head_letter_ro_or_ro-or-hrmd common
0b02cba082e16b4b,nb_letters_ro_or_cgm
0b02cba082e16b4c,
0b02cba082e16b4c,
0b02cba082e16b4c,
0b02cba082e16b4c,
0b02cba082e16b4c,
0b02cba082e16b4c,
0b02cba082e16b4c,
0b02cba082e16b4c,
0b02cba082e16b4c,nb_vertical_head_letter_ro_pn_ro-pn-hrmd common
0b02cba082e16b4c,nb_letters_ro_pn_cgm
0b02cba082e16b4d,
0b02cba082e16b4d,
0b02cba082e16b4d,
0b02cba082e16b4d,
0b02cba082e16b4d,
0b02cba082e16b4d,
0b02cba082e16b4d,
0b02cba082e16b4d,
0b02cba082e16b4d,nb_vertical_head_letter_ro_rj_ro-rj-hrmd common
0b02cba082e16b4d,nb_letters_ro_rj_cgm
0b02cba082e16b4e,
0b02cba082e16b4e,
0b02cba082e16b4e,
0b02cba082e16b4e,
0b02cba082e16b4e,
0b02cba082e16b4e,
0b02cba082e16b4e,
0b02cba082e16b4e,
0b02cba082e16b4e,
0b02cba082e16b4e,nb_letters_ro_sk_cgm
0b02cba082e16b4f,
0b02cba082e16b4f,
0b02cba082e16b4f,
0b02cba082e16b4f,
0b02cba082e16b4f,
0b02cba082e16b4f,
0b02cba082e16b4f,
0b02cba082e16b4f,
0b02cba082e16b4f,nb_vertical_head_letter_ro_tn_ro-tn-hrmd common
0b02cba082e16b4f,nb_letters_ro_tn_cgm
0b02cba082e16b50,
0b02cba082e16b50,
0b02cba082e16b50,
0b02cba082e16b50,
0b02cba082e16b50,
0b02cba082e16b50,
0b02cba082e16b50,
0b02cba082e16b50,
0b02cba082e16b50,nb_vertical_head_letter_ro_tg_ro-tg-hrmd common
0b02cba082e16b50,nb_letters_ro_tg_cgm
0b02cba082e16b51,
0b02cba082e16b51,
0b02cba082e16b51,
0b02cba082e16b51,
0b02cba082e16b51,
0b02cba082e16b51,
0b02cba082e16b51,
0b02cba082e16b51,
0b02cba082e16b51,
0b02cba082e16b51,nb_letters_ro_tr_cgm
0b02cba082e16b52,
0b02cba082e16b52,
0b02cba082e16b52,
0b02cba082e16b52,
0b02cba082e16b52,
0b02cba082e16b52,
0b02cba082e16b52,
0b02cba082e16b52,
0b02cba082e16b52,nb_letter_ro_up_hrmd common
0b02cba082e16b52,nb_letters_ro_up_cgm
0b02cba082e16b53,
0b02cba082e16b53,
0b02cba082e16b53,
0b02cba082e16b53,
0b02cba082e16b53,
0b02cba082e16b53,
0b02cba082e16b53,
0b02cba082e16b53,
0b02cba082e16b53,nb_vertical_head_letter_ro_uk_ro-uk-hrmd common
0b02cba082e16b53,nb_letters_ro_uk_cgm
0b02cba082e16b54,
0b02cba082e16b54,
0b02cba082e16b54,
0b02cba082e16b54,
0b02cba082e16b54,
0b02cba082e16b54,
0b02cba082e16b54,
0b02cba082e16b54,
0b02cba082e16b54,
0b02cba082e16b54,nb_letters_ro_wb_cgm
0b02cba082e16b55,
0b02cba082e16b55,
0b02cba082e16b55,
0b02cba082e16b55,
0b02cba082e16b55,
0b02cba082e16b55,
0b02cba082e16b55,
0b02cba082e16b55,
0b02cba082e16b55,
0b02cba082e16b55,nb_letters_te_bk_cgm
0b02cba082e16b56,
0b02cba082e16b56,
0b02cba082e16b56,
0b02cba082e16b56,
0b02cba082e16b56,
0b02cba082e16b56,
0b02cba082e16b56,
0b02cba082e16b56,
0b02cba082e16b56,
0b02cba082e16b56,nb_letters_te_bl_cgm
0b02cba082e16b57,
0b02cba082e16b57,
0b02cba082e16b57,
0b02cba082e16b57,
0b02cba082e16b57,
0b02cba082e16b57,
0b02cba082e16b57,
0b02cba082e16b57,
0b02cba082e16b57,
0b02cba082e16b57,nb_letters_te_bm_cgm
0b02cba082e16b58,
0b02cba082e16b58,
0b02cba082e16b58,
0b02cba082e16b58,
0b02cba082e16b58,
0b02cba082e16b58,
0b02cba082e16b58,
0b02cba082e16b58,
0b02cba082e16b58,
0b02cba082e16b58,nb_letters_te_nc_cgm
0b02cba082e16b59,
0b02cba082e16b59,
0b02cba082e16b59,
0b02cba082e16b59,
0b02cba082e16b59,
0b02cba082e16b59,
0b02cba082e16b59,
0b02cba082e16b59,
0b02cba082e16b59,
0b02cba082e16b59,
0b02cba082e16d08,
0b02cba082e16d08,
0b02cba082e16d08,
0b02cba082e16d08,nb_vertical_head_letter_ro_hr_ro-hr-idd common
0b02cba082e16d08,nb_letters_ro_hr_cgm
0b02cba082e16d0d,
0b02cba082e16d0d,
0b02cba082e16d0d,
0b02cba082e16d0d,
0b02cba082e16d0d,
0b02cba082e16d0d,nb_vertical_head_letter_ro_hr_ro-hr-dfibt common
0b02cba082e16d0d,nb_letters_ro_hr_cgm
0b02cba082e16d0e,
0b02cba082e16d0e,
0b02cba082e16d0e,
0b02cba082e16d0e,
0b02cba082e16d0e,
0b02cba082e16d0e,nb_vertical_head_letter_ro_hr_ro-hr-bid common
0b02cba082e16d0e,nb_letters_ro_hr_cgm
0b02cba082e17490,
0b02cba082e17490,nb_letters_ho_dmds1_cgm
0b02cba082e17491,
0b02cba082e17491,nb_letters_ho_hrmd_cgm
0b02cba082e17492,
0b02cba082e17492,
0b02cba082e17492,
0b02cba082e17492,
0b02cba082e17492,
0b02cba082e17492,nb_letters_ho_chmns_cgm
