r_object_id,object_name,r_object_type,i_folder_id,r_folder_path,r_creator_name,r_creation_date,document_type
0902cba082e16c14,18.pdf,cms_digidak_document,0b02cba082e15946,/Letter/G65-2024-25,Pawan Kumar Gupta,"01/05/2024, 5:03:08 PM",Main Letter
0902cba082e16c15,Keonjhar CCB.pdf,cms_digidak_document,0b02cba082e15946,/Letter/G65-2024-25,Pawan Kumar Gupta,"01/05/2024, 5:03:08 PM",Attachment
