"r_object_id";"nls_key";"business_policy_id";"state_name";"type_name";"resync_needed";"label_text";"help_text";"comment_text";"is_searchable";"ignore_constraints";"life_cycle";"constraint_dep_usr";"primary_key";"primary_key_enf";"primary_key_msg";"attr_name";"ignore_immutable";"not_null";"not_null_enf";"not_null_msg";"cond_value_assist";"value_assist_dep_usr";"cond_computed_expr";"computed_dep_usr";"default_search_op";"default_search_arg";"read_only";"reference_kind";"is_required";"is_hidden";"format_pattern";"format_pattern_tag";"def_value_length";"category_name";"domain_type";"domain_length";"super_domain_name";"super_domain_id"
"6a02cba080008da1";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Composite IDs";"";"";"0";"0";"3";"0";"0000000000000000";"2";"";"r_composite_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"3";"0";"";"0000000000000000"
"6a02cba080008da2";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Composite Version";"";"";"0";"0";"3";"0";"0000000000000000";"2";"";"r_composite_label";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"1";"0";"0";"0";"";"0";"0";"";"2";"32";"";"0000000000000000"
"6a02cba080008da3";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Size";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_content_size";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008da4";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Created";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_creation_date";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"4";"0";"";"0000000000000000"
"6a02cba080008da5";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Creator Name";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_creator_name";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"1";"0";"0";"0";"";"0";"0";"";"2";"255";"";"0000000000000000"
"6a02cba080008da6";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Current State";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_current_state";"1";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008da7";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Frozen";"";"";"0";"0";"1";"0";"0000000000000000";"2";"";"r_frozen_flag";"1";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba080008da8";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Frozen Assembly Count";"";"";"0";"0";"1";"0";"0000000000000000";"2";"";"r_frzn_assembly_cnt";"1";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008da9";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Full Content Size";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_full_content_size";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"5";"0";"";"0000000000000000"
"6a02cba080008daa";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Has Events";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_has_events";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba080008dab";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Has Frozen Assembly";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_has_frzn_assembly";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba080008dac";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Is Immutable";"";"";"0";"0";"1";"0";"0000000000000000";"2";"";"r_immutable_flag";"1";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba080008dad";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Public";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_is_public";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba080008dae";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Virtual Document";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_is_virtual_doc";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008daf";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Link Count";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_link_cnt";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008db0";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Maximum Link Count";"";"";"0";"0";"1";"0";"0000000000000000";"2";"";"r_link_high_cnt";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008db1";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Checkout Date";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_lock_date";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"4";"0";"";"0000000000000000"
"6a02cba080008db2";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Lock Owner's Host";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_lock_machine";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"1";"0";"0";"0";"";"0";"0";"";"2";"80";"";"0000000000000000"
"6a02cba080008db3";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Checked Out By";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_lock_owner";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"1";"0";"0";"0";"";"0";"0";"";"2";"255";"";"0000000000000000"
"6a02cba080008db4";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Modified By";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_modifier";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"1";"0";"0";"0";"";"0";"0";"";"2";"255";"";"0000000000000000"
"6a02cba080008db5";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Modified";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_modify_date";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"4";"0";"";"0000000000000000"
"6a02cba080008db6";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Type";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_object_type";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"1";"0";"0";"0";"";"0";"0";"";"2";"32";"";"0000000000000000"
"6a02cba080008db7";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Position";"";"";"0";"0";"1";"0";"0000000000000000";"2";"";"r_order_no";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008db8";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Content File Count";"";"";"0";"0";"1";"0";"0000000000000000";"2";"";"r_page_cnt";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008db9";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Lifecycle ID";"";"";"0";"0";"1";"0";"0000000000000000";"2";"";"r_policy_id";"1";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"3";"0";"";"0000000000000000"
"6a02cba080008dba";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Resume to state";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_resume_state";"1";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008dbb";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Version Label";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"r_version_label";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"1";"0";"0";"0";"";"0";"0";"";"2";"32";"";"0000000000000000"
"6a02cba080008dbc";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Resolution Version";"";"";"0";"0";"1";"0";"0000000000000000";"2";"";"resolution_label";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"32";"";"0000000000000000"
"6a02cba080008dbd";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Subject";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"subject";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"192";"";"0000000000000000"
"6a02cba080008dbe";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Title";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"title";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"400";"";"0000000000000000"
"6a02cba080008dbf";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"World Permissions";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"world_permit";"1";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"1";"0";"";"0000000000000000"
"6a02cba080008dc0";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Object ID";"";"";"0";"0";"1";"0";"5902cba080000139";"2";"";"r_object_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"1";"0";"0";"0";"";"0";"0";"";"3";"0";"";"0000000000000000"
"6a02cba080008dc1";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Assigned User";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"assigned_user";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1000";"";"0000000000000000"
"6a02cba080008dc2";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Completed Date";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"completed_date";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"4";"0";"";"0000000000000000"
"6a02cba080008dc3";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Entry Type";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"entry_type";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"64";"";"0000000000000000"
"6a02cba080008dc4";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Letter Subject";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"letter_subject";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba080008dc5";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Performer";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"performer";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1000";"";"0000000000000000"
"6a02cba080008dc6";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Received Date";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"received_date";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"4";"0";"";"0000000000000000"
"6a02cba080008dc7";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Status";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"status";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"64";"";"0000000000000000"
"6a02cba080008dc8";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Type Category";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"type_category";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1000";"";"0000000000000000"
"6a02cba080008e33";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Due Date";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"due_date";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"4";"0";"";"0000000000000000"
"6a02cba080008e34";"en";"0000000000000000";"";"cms_digidak_folder";"0";"File Number";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"file_number";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba080008e35";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Nature of Correspondence";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"nature_of_correspondence";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"64";"";"0000000000000000"
"6a02cba080008e36";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Source Vertical";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"source_vertical";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba080008e37";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Completion Date";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"completion_date";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"4";"0";"";"0000000000000000"
"6a02cba080009102";"en";"0000000000000000";"";"cms_digidak_document";"0";"Publishing ID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"publishing_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba080009500";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Vertical Head Display Name";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"vertical_head_display_name";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba080009e73";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Case Number";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"case_number";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba080009e74";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Group UID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"group_uid";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba080009e75";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Reference Cases";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"reference_cases";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba080009e76";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Responding UID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"responding_uid";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba080009e7a";"en";"0000000000000000";"";"cms_digidak_folder";"0";"User Comments";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"user_comments";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000a500";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Login CGM Group";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"login_cgm_group";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000a900";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Inward Vertical";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"inward_vertical";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000ad00";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Email ID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"email_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"64";"";"0000000000000000"
"6a02cba08000ad03";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Endorse UID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"endorse_uid";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"128";"";"0000000000000000"
"6a02cba08000ad04";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Office Order No";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"office_order_no";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"64";"";"0000000000000000"
"6a02cba08000ad05";"en";"0000000000000000";"";"cms_digidak_folder";"0";"HRMD Users";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"hrmd_users";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000ad06";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Responding object id";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"responding_object_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000ad07";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Outward Vertical";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"outward_vertical";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000b100";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Draft office Type";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"draft_office_type";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000b101";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Draft Selected Recipients";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"draft_selected_recipients";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000b102";"en";"0000000000000000";"";"cms_digidak_folder";"0";"DDM Users";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"ddm_users";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000b103";"en";"0000000000000000";"";"cms_digidak_folder";"0";"DDM Vertical";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"ddm_vertical";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000b104";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Excel Object ID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"excel_object_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"64";"";"0000000000000000"
"6a02cba08000b105";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Excel Sequence ID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"excel_sequence_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000b106";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Is External Excel";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_external_excel";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba08000b502";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Is DDM";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_ddm";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba08000b503";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Is Endorsed";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_endorsed";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba08000b504";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Pushback Comments";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"pushback_comments";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000b505";"en";"0000000000000000";"";"cms_digidak_folder";"0";"is_ro_to_ddm";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_ro_to_ddm";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba08000b900";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Comments";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"comments";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000bd00";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Forward Group UID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"forward_group_uid";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000bd01";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Is Forward";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_forward";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba08000bd02";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Remarks";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"remarks";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000c100";"en";"0000000000000000";"";"cms_digidak_folder";"0";"last_mail_sent_date";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"last_mail_sent_date";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"4";"0";"";"0000000000000000"
"6a02cba08000c500";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Is Endorsed Letter";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_endorsed_letter";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba08000c501";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Forward Letter Object Id";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"forward_letter_object_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000c90a";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Source Vertical Group Name";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"source_vertical_group_name";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"1024";"";"0000000000000000"
"6a02cba08000cd64";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Is From Outlook";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_from_outlook";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba08000cd6b";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Is Migrated";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_migrated";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba08000cd6c";"en";"0000000000000000";"";"cms_digidak_folder";"0";"Migrated ID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"migrated_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"64";"";"0000000000000000"
"6a02cba08000cd6d";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Is Migrated";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_migrated";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
"6a02cba08000cd6e";"en";"0000000000000000";"";"cms_digidak_movement_re";"0";"Migrated ID";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"migrated_id";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"8";"";"0";"0";"0";"0";"";"0";"0";"";"2";"64";"";"0000000000000000"
"6a02cba08000cd6f";"en";"0000000000000000";"";"cms_digidak_document";"0";"Is Migrated";"";"";"1";"0";"1";"0";"0000000000000000";"2";"";"is_migrated";"0";"0";"2";"";"0000000000000000";"0";"0000000000000000";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"";"0";"0";"";"0000000000000000"
