r_object_id,object_name,r_object_type,i_folder_id,r_folder_path,r_creator_name,r_creation_date,document_type,title
0902cba082e0e73e,Porbandar - Dori Work,edmapp_letter_document,0b02cba082e06a21,/Letter/4220-2024-25,dmadmin,"01/05/2024, 10:05:46 AM",Attachment,
0902cba082e0e73f,"DigiDak - 3898/2023-24 : Training session for IT nodal officers on Data classification, Data leak prevention policies and Mobile device Management (MDM)",edmapp_letter_document,0b02cba082e06a21,/Letter/4220-2024-25,dmadmin,"01/05/2024, 10:05:47 AM",Attachment,
